EventNameEnglish,EventNameFrench,IsGeneralElection,ElectoralDistrictNumber,ElectoralDistrictNameEnglish,ElectoralDistrictNameFrench,ReturningOfficerName,ReturningOfficeCity,PollingDate,ResignedMPPName,NameOfCandidates,PoliticalInterestCode,TotalValidBallotsCast,PercentOfTotalValidBallotsCast,Plurality,IsMemberOfPreviousLegislature
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,082,Oxford,Oxford,ELIZABETH MARTIN,WOODSTOCK,2022-Jun-02,Ernie Hardeman,MARY HOLMES,LIB,5457,0.12312447823830689,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,117,Willowdale,Willowdale,MAY LYNNE FONG,TORONTO,2022-Jun-02,Stan Cho,PAUL SAGUIL,LIB,11990,0.37963461355792673,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,044,Kenora—Rainy River,Kenora—Rainy River,JAYE WESLEY,KENORA,2022-Jun-02,Greg Rickford,ANTHONY LEEK,LIB,1823,0.11351889905971729,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,114,Waterloo,Waterloo,DIANE ALMEIDA,WATERLOO,2022-Jun-02,Catherine Fife,CHRISTIAN SHINGIRO,COM,130,0.00289390499087306,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,017,Carleton,Carleton,JUDY COSBY,OTTAWA,2022-Jun-02,Goldie Ghamari,ROB STOCKI,NBO,1037,0.02239450611151902,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,041,Humber River—Black Creek,Humber River—Black Creek,GUS CARUSO,TORONTO,2022-Jun-02,Tom Rakocevic,TOM RAKOCEVIC,NDP,7959,0.34487390588439206,883,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,112,University—Rosedale,University—Rosedale,KELLY WALTERS,TORONTO,2022-Jun-02,Jessica Bell,DIANNE SAXE,GPO,5904,0.15879078023721793,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,026,Elgin—Middlesex—London,Elgin—Middlesex—London,CARRIE WOOLLEY,ST. THOMAS,2022-Jun-02,Jeff Yurek,AMANDA STARK,GPO,2043,0.04665342193601424,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,034,Haldimand—Norfolk,Haldimand—Norfolk,ANNE YURKIV,NORFOLK COUNTY,2022-Jun-02,Toby Barrett,GEORGE MCMORROW,IND,99,0.00217932066832500,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,035,Haliburton—Kawartha Lakes—Brock,Haliburton—Kawartha Lakes—Brock,KIRK WILLIAMS,KAWARTHA LAKES,2022-Jun-02,Laurie Scott,LAURIE SCOTT,PCP,25594,0.52311654335118341,17902,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,108,Timmins,Timmins,ANNE MARIE VAILLANCOURT,TIMMINS,2022-Jun-02,Gilles Bisson,GILLES BISSON,NDP,4271,0.29583708526702223,0,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,079,Ottawa South,Ottawa-Sud,SUSAN DENNISON,OTTAWA,2022-Jun-02,John Fraser,DANIEL THOMAS,IND,154,0.00380246913580246,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,031,Flamborough—Glanbrook,Flamborough—Glanbrook,SUSAN CURTIS,HAMILTON,2022-Jun-02,Donna Skelly,PAUL SIMOES,NBO,1492,0.03394689540624786,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,057,Markham—Thornhill,Markham—Thornhill,NINA BABIRAD,MARKHAM,2022-Jun-02,Logan Kanapathi,SANDRA TAM,LIB,10763,0.37503048886720791,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,103,Sudbury,Sudbury,JOE SHAW,GREATER SUDBURY,2022-Jun-02,Jamie West,JASON LAFACE,ONP,353,0.01200272016320979,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,103,Sudbury,Sudbury,JOE SHAW,GREATER SUDBURY,2022-Jun-02,Jamie West,J. DAVID POPESCU,IND,90,0.00306018361101666,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,046,Kingston and the Islands,Kingston et les Îles,ELIZABETH MCIVER,KINGSTON,2022-Jun-02,Ian Arthur,TED HSU,LIB,18360,0.37662311021764549,3174,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,063,Mississauga—Lakeshore,Mississauga—Lakeshore,MARIJKA STADNYK,MISSISSAUGA,2022-Jun-02,Rudy Cuzzetto,RUDY CUZZETTO,PCP,19341,0.45094427605502448,3573,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,098,Scarborough Southwest,Scarborough-Sud-Ouest,EDDY GASPAROTTO,TORONTO,2022-Jun-02,Doly Begum,BRET SNIDER,PCP,9750,0.27600067938628772,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,092,Sault Ste. Marie,Sault Ste. Marie,BRIAN STINSON,SAULT STE. MARIE,2022-Jun-02,Ross Romano,LIAM HANCOCK,LIB,1610,0.05988692158904924,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,040,Hastings—Lennox and Addington,Hastings—Lennox and Addington,CAROL MALESKA,GREATER NAPANEE,2022-Jun-02,Daryl Kramp,JOYCE REID,NBO,1129,0.02956735805573014,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,068,Niagara Centre,Niagara-Centre,TONY VERRELLI,WELLAND,2022-Jun-02,Jeff Burch,FRED DAVIES,PCP,15506,0.37628615802756746,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,093,Scarborough—Agincourt,Scarborough—Agincourt,LYNDA ROBINSON,TORONTO,2022-Jun-02,Aris Babikian,RANE VEGA,NBO,292,0.01019695488196675,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,113,Vaughan—Woodbridge,Vaughan—Woodbridge,MAYA KRYMCHAKOVA,VAUGHAN,2022-Jun-02,Michael Tibollo,GERRARD FORTIN,ONP,304,0.00845430780354858,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,019,Davenport,Davenport,ROCCO D'AMICO,TORONTO,2022-Jun-02,Marit Stiles,JERRY LEVITAN,LIB,6815,0.19211794886251515,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,072,Nipissing,Nipissing,RONALD ROY,NORTH BAY,2022-Jun-02,Vic Fedeli,ERIKA LOUGHEED,NDP,8665,0.28262500407710623,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,088,Renfrew—Nipissing—Pembroke,Renfrew—Nipissing—Pembroke,LEWIS MACDONALD,PEMBROKE,2022-Jun-02,John Yakabuski,MURRAY REID,COR,325,0.00808699114163431,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,109,Toronto Centre,Toronto-Centre,CAROLYN MCGILL STROBEL,TORONTO,2022-Jun-02,Suze Morrison,KRISTYN WONG-TAM,NDP,15285,0.43770224220383150,2465,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,056,Markham—Stouffville,Markham—Stouffville,LINDA JANKOWSKI,MARKHAM,2022-Jun-02,Paul Calandra,KINGSLEY KWOK,NDP,4137,0.09461839306543466,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,058,Markham—Unionville,Markham—Unionville,SUSAN MENARD,MARKHAM,2022-Jun-02,Billy Pang,EMILY LI,LIB,10774,0.30416125571678617,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,051,Lanark—Frontenac—Kingston,Lanark—Frontenac—Kingston,CHERYL BIRD,SMITHS FALLS,2022-Jun-02,Randy Hillier,CRAIG TIMOTHY MASSEY ROGERS,IND,213,0.00482064048885368,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,120,York Centre,York-Centre,SUZY LAREDO,TORONTO,2022-Jun-02,Roman Baber,MICHAEL KERZNER,PCP,12947,0.46028868031854379,3963,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,079,Ottawa South,Ottawa-Sud,SUSAN DENNISON,OTTAWA,2022-Jun-02,John Fraser,LARRY WASSLEN,COM,109,0.00269135802469135,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,069,Niagara Falls,Niagara Falls,KATHLEEN QUIQUERO,NIAGARA FALLS,2022-Jun-02,Wayne Gates,ASHLEY WATERS,LIB,4239,0.08420069918957571,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,011,Brampton South,Brampton-Sud,JANICE BARBER,BRAMPTON,2022-Jun-02,Prabmeet Singh Sarkaria,ANDRIA BARRETT,NDP,5475,0.19142018040696454,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,036,Hamilton Centre,Hamilton-Centre,RYAN LEVERTON,HAMILTON,2022-Jun-02,Andrea Horwath,BRAD PEACE,ONP,451,0.01547329056163584,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,090,St. Catharines,St. Catharines,JOSEPH HENRIQUES,ST. CATHARINES,2022-Jun-02,Jennie Stevens,MICHAEL GODDARD,ONP,613,0.01421086795252225,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,060,Mississauga Centre,Mississauga-Centre,SHALINI ALLELUIA,MISSISSAUGA,2022-Jun-02,Natalia Kusendova,NATALIA KUSENDOVA,PCP,14719,0.43601516677528289,2459,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,102,Stormont—Dundas—South Glengarry,Stormont—Dundas—South Glengarry,ALLEN FOURNIER,CORNWALL,2022-Jun-02,Jim McDonell,NOLAN QUINN,PCP,20766,0.57501246054161820,14308,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,084,Parry Sound—Muskoka,Parry Sound—Muskoka,KIM BORDELEAU,HUNTSVILLE,2022-Jun-02,Norm Miller,DANIEL PREDIE JR.,IND,155,0.00347861214596705,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,028,Etobicoke Centre,Etobicoke-Centre,MARTIN RILEY,TORONTO,2022-Jun-02,Kinga Surma,RICHARD M. KIERNICKI,NAP,198,0.00436594562413177,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,027,Essex,Essex,HEATHER KENNEDY,ESSEX,2022-Jun-02,Taras Natyshak,DANIELLE SYLVESTER,NBO,1293,0.02650676506765067,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,122,York South—Weston,York-Sud—Weston,JEROME SCHRIER,TORONTO,2022-Jun-02,Faisal Hassan,JAMES MICHAEL FIELDS,IND,209,0.00686777076761303,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,049,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,CHRISTOPHER GRAVES,KITCHENER,2022-Jun-02,Amy Fee,JOHN TEAT,NBO,1436,0.04162801484230055,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,111,Toronto—St. Paul's,Toronto—St. Paul's,SCOTT SIMA,TORONTO,2022-Jun-02,Jill Andrew,IAN LIPTON,GPO,2302,0.05457692216505844,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,031,Flamborough—Glanbrook,Flamborough—Glanbrook,SUSAN CURTIS,HAMILTON,2022-Jun-02,Donna Skelly,MARIO PORTAK,GPO,2392,0.05442424518213464,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,020,Don Valley East,Don Valley-Est,SEAN GRANEY,TORONTO,2022-Jun-02,Michael Coteau,SAM MOINI,PCP,9038,0.32191195326969653,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,089,Richmond Hill,Richmond Hill,RENU DUGGAL,RICHMOND HILL,2022-Jun-02,Daisy Wai,OLGA RYKOVA,MOD,107,0.00347447720483179,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,124,Mushkegowuk—James Bay,Mushkegowuk—Baie James,ANDRE GUERTIN,KAPUSKASING,2022-Jun-02,Guy Bourgouin,GUY BOURGOUIN,NDP,3423,0.47181254307374224,829,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,015,Burlington,Burlington,MARY-ELLEN HEIMAN,BURLINGTON,2022-Jun-02,Jane McKenna,ALLISON MCKENZIE,NBO,1310,0.02494287890327494,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,050,Lambton—Kent—Middlesex,Lambton—Kent—Middlesex,KIM LEE,CHATHAM-KENT,2022-Jun-02,Monte McNaughton,DAVID BARNWELL,NBO,2701,0.06370433264935493,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,119,Windsor West,Windsor-Ouest,APRIL KUZNIAK-ADAMS,WINDSOR,2022-Jun-02,Lisa Gretzky,LINDA L MCCURDY,LIB,4159,0.13098387503149407,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,120,York Centre,York-Centre,SUZY LAREDO,TORONTO,2022-Jun-02,Roman Baber,ALISON LOWNEY,GPO,799,0.02840585893060295,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,010,Brampton North,Brampton-Nord,CYRIL MACDONALD,BRAMPTON,2022-Jun-02,Kevin Yarde,JERRY FUSSEK,NBO,610,0.02031640299750208,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,045,King—Vaughan,King—Vaughan,GEORGE ZOLIS,KING,2022-Jun-02,Stephen Lecce,REN GUIDOLIN,GPO,1104,0.02699464508399149,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,080,Ottawa—Vanier,Ottawa—Vanier,RACHEL CRETE,OTTAWA,2022-Jun-02,Lucille Collard,LUCILLE COLLARD,LIB,16132,0.41713857213042691,6106,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,100,Simcoe North,Simcoe-Nord,GRACE ISGRO-TOPPING,ORILLIA,2022-Jun-02,Jill Dunlop,AARON MACDONALD,ONP,1119,0.02418675024316437,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,070,Niagara West,Niagara-Ouest,ROBERT CIARLO,WEST LINCOLN,2022-Jun-02,Sam Oosterhoff,STEFANOS KARATOPIS,LTN,259,0.00619676524069288,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,105,Thunder Bay—Atikokan,Thunder Bay—Atikokan,TRACY TIEMAN,THUNDER BAY,2022-Jun-02,Judith Monteith-Farrell,DAN CRIGER,ONP,248,0.00932400932400932,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,084,Parry Sound—Muskoka,Parry Sound—Muskoka,KIM BORDELEAU,HUNTSVILLE,2022-Jun-02,Norm Miller,BRAD WADDELL,PPR,126,0.00282777503478612,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,095,Scarborough—Guildwood,Scarborough—Guildwood,DARRYL D'SOUSA,TORONTO,2022-Jun-02,Mitzie Hunter,OPA HOPE DAY,NBO,366,0.01264292376247884,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,040,Hastings—Lennox and Addington,Hastings—Lennox and Addington,CAROL MALESKA,GREATER NAPANEE,2022-Jun-02,Daryl Kramp,CHRISTINA WILSON,GPO,1732,0.04535931280117326,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,025,Eglinton—Lawrence,Eglinton—Lawrence,CRAIG SPARLING,TORONTO,2022-Jun-02,Robin Martin,SAM KAPLUN,IND,216,0.00550206327372764,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,013,Brantford—Brant,Brantford—Brant,MICHAEL WYATT,BRANTFORD,2022-Jun-02,Will Bouma,KARLEIGH CSORDAS,GPO,3174,0.06759951440802504,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,116,Whitby,Whitby,ROXANNE TOMMASULO,WHITBY,2022-Jun-02,Lorne Coe,CHRISTOPHER RINELLA,IND,168,0.00364393545028630,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,009,Brampton East,Brampton-Est,AMANPREET WARAICH,BRAMPTON,2022-Jun-02,Gurratan Singh,GURRATAN SINGH,NDP,9017,0.31054552968728474,0,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,098,Scarborough Southwest,Scarborough-Sud-Ouest,EDDY GASPAROTTO,TORONTO,2022-Jun-02,Doly Begum,JAMES MCNAIR,NAP,114,0.00322708486667044,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,012,Brampton West,Brampton-Ouest,SHASHIKANT NAYAK,BRAMPTON,2022-Jun-02,Amarjot Sandhu,RIMMY JHAJJ,LIB,8089,0.26232325852899208,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,099,Simcoe—Grey,Simcoe—Grey,DARLENE MACARTNEY,CLEARVIEW,2022-Jun-02,Jim Wilson,ALLAN KUHN,GPO,4742,0.08966456150966229,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,024,Durham,Durham,RALPH WERRY,CLARINGTON,2022-Jun-02,Lindsey Park,CHRIS BORGIA,NDP,9168,0.18588807785888077,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,003,Aurora—Oak Ridges—Richmond Hill,Aurora—Oak Ridges—Richmond Hill,DEBBIE WONG,AURORA,2022-Jun-02,Michael Parsa,KEVIN ZHENG,GPO,1268,0.03894468503332411,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,104,Thornhill,Thornhill,ANDREA PRONMAN,VAUGHAN,2022-Jun-02,Gila Martow,JACOB JOEL GINSBERG,IND,261,0.00756039626904582,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,021,Don Valley North,Don Valley-Nord,DENISE DAVIS,TORONTO,2022-Jun-02,Vincent Ke,JONATHAN TSAO,LIB,11685,0.36828668683812405,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,035,Haliburton—Kawartha Lakes—Brock,Haliburton—Kawartha Lakes—Brock,KIRK WILLIAMS,KAWARTHA LAKES,2022-Jun-02,Laurie Scott,DON MCBEY,LIB,6590,0.13469321015411028,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,074,Oakville,Oakville,SUSAN KUN,OAKVILLE,2022-Jun-02,Stephen Crawford,STEPHEN KENNETH CRAWFORD,NAP,846,0.01816659150937318,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,072,Nipissing,Nipissing,RONALD ROY,NORTH BAY,2022-Jun-02,Vic Fedeli,GIACOMO VEZINA,NAP,97,0.00316383443687008,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,044,Kenora—Rainy River,Kenora—Rainy River,JAYE WESLEY,KENORA,2022-Jun-02,Greg Rickford,RICHARD A. JONASSON,CNS,98,0.00610249704215704,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,014,Bruce—Grey—Owen Sound,Bruce—Grey—Owen Sound,LINDA VAN AALST,OWEN SOUND,2022-Jun-02,Bill Walker,JOEL LOUGHEAD,NAP,230,0.00550094472746406,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,073,Northumberland—Peterborough South,Northumberland—Peterborough-Sud,ANN MACDONALD,COBOURG,2022-Jun-02,David Piccini,KIM MCARTHUR-JACKSON,NDP,6806,0.13121011740664340,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,057,Markham—Thornhill,Markham—Thornhill,NINA BABIRAD,MARKHAM,2022-Jun-02,Logan Kanapathi,MATTHEW HENRIQUES,NDP,2597,0.09049095787309662,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,124,Mushkegowuk—James Bay,Mushkegowuk—Baie James,ANDRE GUERTIN,KAPUSKASING,2022-Jun-02,Guy Bourgouin,CATHERINE JONES,GPO,141,0.01943487250172294,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,063,Mississauga—Lakeshore,Mississauga—Lakeshore,MARIJKA STADNYK,MISSISSAUGA,2022-Jun-02,Rudy Cuzzetto,DAVID ZENI,GPO,2160,0.05036138960130566,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,115,Wellington—Halton Hills,Wellington—Halton Hills,YOLANDA FELLOWS,HALTON HILLS,2022-Jun-02,Ted Arnott,STEPHEN KITRAS,NBO,2548,0.05148202776150162,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,077,Oshawa,Oshawa,JAMIE NORTON,OSHAWA,2022-Jun-02,Jennifer French,JENNIFER FRENCH,NDP,17170,0.42074052292386483,747,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,002,Algoma—Manitoulin,Algoma—Manitoulin,PAULINE CLARK,HURON SHORES,2022-Jun-02,Michael Mantha,TIM VINE,LIB,2133,0.08706477815421037,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,004,Barrie—Innisfil,Barrie—Innisfil,DENNIS CHRONOPOULOS,BARRIE,2022-Jun-02,Andrea Khanjin,BENJAMIN HUGHES,IND,147,0.00405271283634759,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,054,London North Centre,London-Centre-Nord,EDWARD THOMPSON,LONDON,2022-Jun-02,Terence Devin Kernaghan,KATE GRAHAM,LIB,9013,0.20919113380526865,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,055,London West,London-Ouest,KAREN MAZEREEUW,LONDON,2022-Jun-02,Peggy Sattler,COLLEEN MCCAULEY,GPO,1713,0.03434104486588348,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,106,Thunder Bay—Superior North,Thunder Bay—Supérieur-Nord,JULIO GOMES,THUNDER BAY,2022-Jun-02,Michael Gravelle,LISE VAUGEOIS,NDP,8404,0.34115450190793212,800,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,111,Toronto—St. Paul's,Toronto—St. Paul's,SCOTT SIMA,TORONTO,2022-Jun-02,Jill Andrew,ZOË ALEXANDRA,PPR,138,0.00327177031224068,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,023,Dufferin—Caledon,Dufferin—Caledon,SHARON BLEMANO,ORANGEVILLE,2022-Jun-02,Sylvia Jones,ANDREA BANYAI,NBO,2280,0.04942875105686474,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,024,Durham,Durham,RALPH WERRY,CLARINGTON,2022-Jun-02,Lindsey Park,GRANVILLE ANDERSON,LIB,12276,0.24890510948905109,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,032,Glengarry—Prescott—Russell,Glengarry—Prescott—Russell,OLIVER VALZ,HAWKESBURY,2022-Jun-02,Amanda Simard,STÉPHANE SARRAZIN,PCP,18661,0.42046325086746879,1132,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,033,Guelph,Guelph,SUSAN DICKERT,GUELPH,2022-Jun-02,Mike Schreiner,MIKE SCHREINER,GPO,29752,0.54452944836926681,18603,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,084,Parry Sound—Muskoka,Parry Sound—Muskoka,KIM BORDELEAU,HUNTSVILLE,2022-Jun-02,Norm Miller,GRAYDON SMITH,PCP,20216,0.45370079447012882,2114,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,106,Thunder Bay—Superior North,Thunder Bay—Supérieur-Nord,JULIO GOMES,THUNDER BAY,2022-Jun-02,Michael Gravelle,SHELBY CH'NG,LIB,6966,0.28277989770236258,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,053,London—Fanshawe,London—Fanshawe,MARGARET HOWARD,LONDON,2022-Jun-02,Teresa J. Armstrong,ZACK RAMSEY,GPO,1200,0.03502626970227670,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,065,Mississauga—Streetsville,Mississauga—Streetsville,LINDA THOMAS,MISSISSAUGA,2022-Jun-02,Nina Tangri,LEN LITTLE,NAP,209,0.00550159256626918,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,117,Willowdale,Willowdale,MAY LYNNE FONG,TORONTO,2022-Jun-02,Stan Cho,JOANNE CSILLAG,NBO,392,0.01241174049330335,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,020,Don Valley East,Don Valley-Est,SEAN GRANEY,TORONTO,2022-Jun-02,Michael Coteau,WAYNE SIMMONS,FRE,156,0.00555634705798546,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,076,Orléans,Orléans,RICHARD LALONDE,OTTAWA,2022-Jun-02,Stephen Blais,STEPHEN BLAIS,LIB,23982,0.46262466482763942,7056,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,086,Peterborough—Kawartha,Peterborough—Kawartha,RODNEY MANLEY,PETERBOROUGH,2022-Jun-02,Dave Smith,GREG DEMPSEY,LIB,15998,0.30546273843392587,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,042,Huron—Bruce,Huron—Bruce,JACQUIE BISHOP,HURON EAST,2022-Jun-02,Lisa Thompson,BRUCE EISEN,OAL,77,0.00164207114219909,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,036,Hamilton Centre,Hamilton-Centre,RYAN LEVERTON,HAMILTON,2022-Jun-02,Andrea Horwath,SANDY CRAWLEY,GPO,2554,0.08762479843551651,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,107,Timiskaming—Cochrane,Timiskaming—Cochrane,LISE LACHAPELLE,TEMISKAMING SHORES,2022-Jun-02,John Vanthof,BILL FOY,PCP,8024,0.35225426928311163,0,0
